0,1,2
8229837.0,2005011.0,9
8611668.0,158751.0,13
269.0,1.0,1
434879.0,1233487.0,1
174945.0,237215.0,1
174943.0,27536.0,1
174945.0,6442593.0,1
4414837.0,2012950.0,17
5453062.0,2012950.0,17
3419475.0,5337175.0,17
538162.0,2012950.0,17
4394200.0,5337175.0,17
517525.0,3943350.0,17
5432425.0,5337175.0,17
517525.0,2495550.0,17
2381250.0,5337175.0,17
1300162.0,2012950.0,17
1343025.0,5337175.0,17
2338388.0,2012950.0,17
3376612.0,2012950.0,17
531812.0,1811338.0,9
531812.0,1323975.0,17
6695827.0,2874963.0,17
6480175.0,1093142.0,17
6695827.0,4327525.0,17
6695827.0,2051050.0,17
6480175.0,1811338.0,9
7761041.0,2874963.0,17
7545388.0,1323975.0,17
7754704.0,4327525.0,17
7761041.0,2051050.0,17
7545388.0,1811338.0,9
797664.0,5803900.0,17
8710727.0,240787.0,13
0.0,0.0,1
4475162.0,1866900.0,13
119062.0,841375.0,1
119062.0,230188.0,1
119062.0,6435725.0,1
242888.0,1217612.0,1
242888.0,2863850.0,1
242888.0,4668837.0,1
1778000.0,1217612.0,25
1778000.0,2863850.0,25
1778000.0,4668837.0,25
3257550.0,1217612.0,25
3257550.0,2863850.0,25
3257550.0,4668837.0,25
242888.0,1109662.0,1
242888.0,908050.0,1
1778000.0,1109662.0,1
1778000.0,908050.0,1
3257550.0,1109662.0,1
3257550.0,908050.0,1
5400675.0,1109662.0,1
5400675.0,908050.0,1
5400675.0,1217612.0,25
5400675.0,2863850.0,25
5400675.0,4668837.0,25
1778000.0,4614862.0,9
1778000.0,2825750.0,9
142875.0,1143000.0,1
142875.0,2786063.0,1
142875.0,4587875.0,1
119062.0,230188.0,1
1068779.0,1949612.0,1
1068779.0,3802536.0,1
30763.0,3910238.0,17
77285.0,2044612.0,17
1269083.0,3873656.0,25
4846320.0,3873656.0,25
4746966.0,937355.0,17
1068779.0,1220241.0,17
1269083.0,1997784.0,25
4846320.0,1997784.0,25
4773152.0,1834253.0,9
4663918.0,5782407.0,1
3774101.0,6021408.0,17
4641050.0,1320927.0,5
1068779.0,1683599.0,5
2942569.0,3288386.0,1
6567513.0,4141520.0,1
6567513.0,1436428.0,1
6567513.0,2407296.0,1
6567513.0,3274407.0,1
6567513.0,5008633.0,1
7289786.0,4141520.0,1
7289786.0,1436428.0,1
7289786.0,2407296.0,1
7289786.0,3274407.0,1
7289786.0,5008633.0,1
5122964.0,1436428.0,1
5122964.0,2407296.0,1
5824087.0,4141520.0,1
5824087.0,1436428.0,1
5824087.0,2407296.0,1
5824087.0,3274407.0,1
5824087.0,5008633.0,1
4387117.0,1436428.0,1
4387117.0,2407296.0,1
4387117.0,3274407.0,1
3664842.0,4141520.0,1
3664842.0,1436428.0,1
3664842.0,2407296.0,1
3664842.0,3274407.0,1
3664842.0,5008633.0,1
2220293.0,4141520.0,1
2220293.0,1436428.0,1
2220293.0,2407296.0,1
2220293.0,3288386.0,1
2220293.0,5008633.0,1
1498020.0,4141520.0,1
311170.0,1290986.0,1
311170.0,1056757.0,1
1498020.0,1290986.0,1
1498020.0,1056757.0,1
2220295.0,1290986.0,1
2220295.0,1056757.0,1
2942570.0,1290986.0,1
2942570.0,1056757.0,1
3664844.0,1290986.0,1
3664844.0,1056757.0,1
4387117.0,1290986.0,1
4387117.0,1056757.0,1
311171.0,1392506.0,17
311171.0,2389309.0,17
311171.0,3365749.0,17
311171.0,4362553.0,17
311171.0,5359355.0,17
1498020.0,1436428.0,1
1498020.0,2407296.0,1
1498020.0,3288386.0,1
5122964.0,1290986.0,1
5122964.0,1056757.0,1
5845238.0,1290986.0,1
5845238.0,1056757.0,1
6567513.0,1290986.0,1
6567513.0,1056757.0,1
7289786.0,1290986.0,1
7289786.0,1056757.0,1
8012061.0,1290986.0,1
8012061.0,1056757.0,1
189707.0,739890.0,1
311171.0,2287786.0,9
311171.0,3273704.0,9
311171.0,4261030.0,9
311171.0,5257834.0,9
1498020.0,5008633.0,1
311171.0,5257834.0,9
119062.0,230188.0,1
6752697.0,285750.0,1
6752697.0,285750.0,1
6752697.0,498116.0,1
189707.0,860156.0,1
2473493.0,5799780.0,17
5086970.0,891198.0,9
75141.0,123239.0,1
0.0,6249777.0,17
4993145.0,2348000.0,1
6076646.0,1080257.0,1
6076646.0,1080257.0,1
6076646.0,1261846.0,1
66877.0,1000982.0,17
66877.0,1189596.0,17
66877.0,1172327.0,1
205411.0,5610931.0,17
205411.0,5842541.0,17
205411.0,5790436.0,1
483449.0,4111835.0,17
2290679.0,5636230.0,17
6271252.0,5600994.0,17
446338.0,2218245.0,17
178778.0,1434778.0,1
7336138.0,77511.0,1
7881462.0,54745.0,17
7881462.0,532726.0,17
6611449.0,532726.0,17
1207803.0,1289901.0,17
4981568.0,1289901.0,17
1207803.0,3071166.0,17
4970564.0,3059735.0,17
1560017.0,1935240.0,17
1252768.0,1947328.0,13
1560017.0,2262463.0,17
1252768.0,2274551.0,13
1560017.0,1653737.0,17
1252768.0,1665825.0,13
1560017.0,1326516.0,17
1252768.0,1338603.0,13
5435901.0,1988604.0,17
5037211.0,2000692.0,13
5435901.0,1421895.0,17
5037211.0,1433984.0,13
5435901.0,1705250.0,17
5037211.0,1717338.0,13
5435901.0,2271958.0,17
5037211.0,2284046.0,13
7018874.0,1751028.0,17
6631616.0,1763115.0,13
7018874.0,1440645.0,17
6631616.0,1452731.0,13
1657196.0,3946755.0,17
1304150.0,3958844.0,13
1657196.0,3674907.0,17
1304150.0,3686995.0,13
1657196.0,3387140.0,17
1304150.0,3399228.0,13
1657196.0,3107331.0,17
1304150.0,3119420.0,13
3208214.0,4200440.0,17
2887615.0,4212528.0,13
1657198.0,4226564.0,17
1304150.0,4238652.0,13
3208214.0,3154178.0,17
2887615.0,3166263.0,13
3208214.0,3406528.0,17
2887615.0,3418616.0,13
3208214.0,3655519.0,17
2887615.0,3667605.0,13
3208214.0,3914263.0,17
2887615.0,3926351.0,13
5425216.0,3125647.0,17
5425216.0,3336366.0,17
5425216.0,3762776.0,17
5425216.0,3547083.0,17
7216357.0,3530532.0,17
5070369.0,3116757.0,13
5070369.0,3325400.0,13
5070369.0,3534045.0,13
5070369.0,3745593.0,13
6952601.0,3521642.0,13
7216357.0,3125647.0,17
7216357.0,3328091.0,17
7216357.0,3935419.0,17
7216357.0,4351735.0,17
7216357.0,4126431.0,17
7216357.0,3744405.0,17
6955055.0,3926526.0,13
6955055.0,4342843.0,13
6955055.0,4117538.0,13
6955055.0,3735515.0,13
6955055.0,3319198.0,13
6942026.0,3128186.0,13
5425216.0,3989904.0,17
5067561.0,3991431.0,13
4085221.0,5488506.0,1
8127441.0,5462008.0,1
4129711.0,1226788.0,1
7983197.0,1226788.0,1
7520229.0,980223.0,1
7261053.0,991561.0,1
5402357.0,4185792.0,17
7230430.0,4540122.0,17
5380278.0,4390678.0,17
7264358.0,4745008.0,17
5089936.0,4198492.0,13
5090717.0,4403378.0,13
6975161.0,4552822.0,13
6974798.0,4757708.0,13
3218271.0,1349580.0,17
2887615.0,1362280.0,13
7005309.0,1984466.0,17
6639018.0,2008361.0,13
5378491.0,4591734.0,17
5071243.0,4603822.0,13
3229700.0,1594221.0,17
2874853.0,1585329.0,13
5398794.0,2576465.0,17
5045747.0,2588553.0,13
3223558.0,1824128.0,17
2870510.0,1836216.0,13
3237608.0,2106707.0,17
2884560.0,2118795.0,13
1563637.0,2561869.0,17
1243040.0,2573958.0,13
5369345.0,2846584.0,17
5048748.0,2858673.0,13
6992139.0,2239454.0,17
6640521.0,2252154.0,13
6987230.0,2524441.0,17
6640427.0,2528502.0,13
5409365.0,5094525.0,17
5062561.0,5098586.0,13
1607903.0,4503391.0,17
1300655.0,4515479.0,13
5395547.0,4830695.0,17
5077474.0,4854592.0,13
1631737.0,4814497.0,17
1296594.0,4793081.0,13
6979994.0,2781730.0,17
6656144.0,2794430.0,13
3195190.0,2393121.0,17
2871339.0,2405821.0,13
7291675.0,4947001.0,17
6955055.0,4959089.0,13
0.0,0.0,1
119062.0,230188.0,1
246063.0,1277937.0,1
246063.0,1104900.0,1
246063.0,1943100.0,9
246063.0,2616200.0,9
246063.0,3287712.0,9
246063.0,3960812.0,9
246063.0,4632325.0,9
119062.0,6435725.0,1
1656159.0,1277938.0,1
1656159.0,797807.0,1
7446305.0,1277938.0,1
7446305.0,644525.0,1
5112187.0,1277934.0,1
5112187.0,951691.0,1
5529262.0,1447800.0,1
5529262.0,2171700.0,1
5529262.0,2886075.0,1
5529262.0,3609975.0,1
5494337.0,4924425.0,1
5529262.0,4333875.0,1
247487.0,1371600.0,17
131762.0,1490404.0,1
7747134.0,1477962.0,17
247487.0,2043113.0,17
131762.0,2162175.0,1
7747134.0,2149475.0,17
247487.0,2716213.0,17
131762.0,2835018.0,1
7747134.0,2822575.0,17
247487.0,3387725.0,17
131762.0,3506530.0,1
7747134.0,3494087.0,17
247487.0,4060825.0,17
131762.0,4179630.0,1
7747134.0,4167187.0,17
1981481.0,1477962.0,17
1981481.0,2149475.0,17
1981481.0,2822575.0,17
1981481.0,3494087.0,17
1981481.0,4167187.0,17
1981481.0,4838700.0,17
247487.0,4732337.0,17
131762.0,4851143.0,1
6414513.0,1277155.0,1
6414513.0,950912.0,1
6414513.0,1530350.0,17
6414513.0,2201863.0,17
6414513.0,2874963.0,17
6414513.0,3546475.0,17
6414513.0,4219575.0,17
6414513.0,4891087.0,17
7747134.0,4838700.0,17
119062.0,5955526.0,17
71439.0,571500.0,1
1096170.0,5319509.0,25
3125996.0,1277938.0,1
3125996.0,1105583.0,1
3125996.0,1530350.0,25
3125996.0,2201863.0,25
3125996.0,2874963.0,25
3125996.0,3546475.0,25
3125996.0,4219575.0,25
3125996.0,4891087.0,25
269.0,1.0,1
242888.0,1017587.0,1
307975.0,1636713.0,1
3535362.0,1919288.0,1
3535362.0,2320925.0,9
3535362.0,2552700.0,1
3535362.0,3175000.0,1
3535362.0,4497387.0,1
1239837.0,5495342.0,17
242888.0,1017587.0,1
3089275.0,2905125.0,1
3089275.0,2905125.0,1
4687887.0,1017587.0,1
4687887.0,1017587.0,1
4751387.0,1636713.0,1
4751387.0,4721225.0,1
4751387.0,3206750.0,1
4751387.0,2084388.0,17
4751387.0,3652837.0,17
4751387.0,5159375.0,17
5919787.0,4721225.0,25
5919787.0,1636713.0,25
5919787.0,4665662.0,9
5919787.0,3206750.0,25
5919787.0,3151188.0,9
174945.0,237215.0,1
174945.0,6439506.0,1
174945.0,6232178.0,17
174943.0,27536.0,1
2105025.0,3190875.0,9
2105025.0,2505075.0,9
2105025.0,2486025.0,9
1285875.0,2495550.0,9
1057275.0,2668588.0,9
1614487.0,2405063.0,1
406400.0,3894137.0,1
406400.0,2901950.0,1
862012.0,2222500.0,1
406400.0,2486025.0,1
2619375.0,2409825.0,17
2573338.0,5283200.0,17
2603500.0,2222500.0,17
1568450.0,5283200.0,1
1598612.0,2222500.0,1
8710727.0,240787.0,13
269.0,1.0,1
317779.0,1192133.0,1
174945.0,237215.0,1
174945.0,6439506.0,1
174945.0,673793.0,17
410066.0,1359392.0,17
410066.0,1532278.0,1
5601348.0,1215663.0,17
1772271.0,1215663.0,17
1772271.0,1533899.0,1
3019474.0,1215663.0,17
3019474.0,1533899.0,1
4310410.0,1221401.0,17
4308790.0,1533899.0,1
5601348.0,1532278.0,1
1524451.0,1457770.0,1
5601348.0,1583661.0,17
5601348.0,1735046.0,9
174945.0,6232178.0,17
367266.0,1804397.0,1
8354346.0,879029.0,1
8138459.0,860413.0,1
7771920.0,635592.0,1
7565558.0,616977.0,1
8354346.0,635592.0,1
8138459.0,616977.0,1
7771920.0,879029.0,1
7565558.0,860413.0,1
1816100.0,5302250.0,1
422275.0,5302250.0,1
422275.0,5454650.0,1
1816100.0,5454650.0,1
422275.0,5149850.0,1
1816100.0,5149850.0,1
422275.0,4997450.0,1
1816100.0,4997450.0,1
422275.0,3178175.0,1
422275.0,4235450.0,1
1835150.0,3330575.0,1
422275.0,3630612.0,1
1825625.0,4387850.0,1
422275.0,2873375.0,1
422275.0,4540250.0,1
1825625.0,4235450.0,1
1825625.0,4083050.0,1
422275.0,4692650.0,1
1816100.0,4540250.0,1
1816100.0,4845050.0,1
422275.0,3930650.0,1
1816100.0,4692650.0,1
1825625.0,3930650.0,1
422275.0,4845050.0,1
422275.0,3778250.0,1
1825625.0,3778250.0,1
422275.0,4387850.0,1
422275.0,3482975.0,1
1835150.0,3630612.0,1
422275.0,4083050.0,1
1835150.0,3482975.0,1
422275.0,3330575.0,1
1854200.0,3178175.0,1
422275.0,3025775.0,1
1901850.0,3025775.0,1
1968500.0,2416175.0,17
422275.0,2263775.0,1
422275.0,2111375.0,1
1921287.0,2720975.0,1
2216150.0,2111375.0,17
422275.0,2720975.0,1
2330450.0,1958975.0,17
1949450.0,2568575.0,17
